"kaptCode","kaptName","kaptAddr","kaptDongCnt","kaptdaCnt","codeAptNm","doroJuso","hoCnt","kaptUsedate","kaptMparea_60","kaptMparea_85","kaptMparea_135","kaptMparea_136","bjdCode","kaptdPcnt","kaptdPcntu","subwayLine","num_Hospital","isPark","num_Elm_sch","num_Mid_sch","num_Hi_sch","Subway_new5~10분이내","Subway_new10~15분이내","Subway_new15분초과","Bus_new5~10분이내","Bus_new10분초과","codeHallNm계단식","codeHallNm복도식","codeHallNm타워형","codeHallNm혼합식","kaptBcompanyGS건설(주)","kaptBcompanySK에코플랜트(주)","kaptBcompany경남기업","kaptBcompany그외시공사","kaptBcompany대림산업(주)","kaptBcompany대우건설(주)","kaptBcompany동부건설","kaptBcompany라이프주택","kaptBcompany롯데건설(주)","kaptBcompany삼성","kaptBcompany삼성물산(주)","kaptBcompany삼성중공업","kaptBcompany삼익건설","kaptBcompany신동아","kaptBcompany신동아건설","kaptBcompany쌍용건설(주)","kaptBcompany우성건설(주)","kaptBcompany주택공사","kaptBcompany진흥기업(주)","kaptBcompany컨소시엄시공","kaptBcompany태영건설","kaptBcompany포스코건설(주)","kaptBcompany한신공영(주)","kaptBcompany한양주택(주)","kaptBcompany현대건설(주)","kaptBcompany현대산업개발(주)"
"A13583701","대치현대","서울특별시 강남구 대치동 974 대치현대",8,630,"아파트","서울특별시 강남구 삼성로64길 5",630,19990614,286,203,141,0,1168010600,74,612,"2호선, 3호선, 분당선",1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"A13584101","대치포스코더샵","서울특별시 강남구 대치동 902 대치포스코더샵",4,276,"아파트","서울특별시 강남구 삼성로 417",276,20040930,0,0,0,276,1168010600,0,655,"2호선",1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"A13585401","개포우성5차","서울특별시 강남구 도곡동 463-1 개포우성5차",4,180,"아파트","서울특별시 강남구 언주로29길 34",180,19861027,0,180,0,0,1168011800,180,0,"3호선",1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"A13585402","타워팰리스2차","서울특별시 강남구 도곡동 467-17 타워팰리스2차",2,813,"주상복합","서울특별시 강남구 언주로30길 57",813,20030228,0,8,206,599,1168011800,0,2276,"3호선, 분당선",1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13585403","타워팰리스G동","서울특별시 강남구 도곡동 467-29 타워팰리스G동",1,480,"주상복합","서울특별시 강남구 언주로30길 26",480,20040419,0,0,76,404,1168011800,0,1266,"3호선, 분당선",1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13585404","래미안도곡카운티","서울특별시 강남구 도곡동 538 래미안도곡카운티",8,397,"아파트","서울특별시 강남구 도곡로 320",397,20160902,81,159,157,0,1168011800,0,510,"분당선",1,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13585804","역삼럭키","서울특별시 강남구 도곡동 963 역삼럭키",10,1094,"아파트","서울특별시 강남구 논현로 213",1094,19951228,0,674,420,0,1168011800,658,419,"3호선",1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13586101","도곡대림","서울특별시 강남구 도곡동 960 도곡대림",2,197,"아파트","서울특별시 강남구 논현로41길 10",197,19921119,0,197,0,0,1168011800,79,47,"3호선, 신분당선",2,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13586102","도곡현대","서울특별시 강남구 도곡동 961 도곡현대",3,211,"아파트","서울특별시 강남구 도곡로18길 34",211,19941230,0,211,0,0,1168011800,73,79,"3호선",1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"A13587603","선릉에클라트","서울특별시 강남구 삼성동 142-3 선릉에클라트",1,293,"주상복합","서울특별시 강남구 테헤란로63길 12",293,20040622,293,0,0,0,1168010500,0,341,"2호선, 분당선",1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13588402","수서한아름","서울특별시 강남구 수서동 712 수서한아름",7,498,"아파트","서울특별시 강남구 광평로51길 22",498,19931101,0,0,438,60,1168011500,317,425,"3호선, 분당선",1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"A13588601","수서동익","서울특별시 강남구 수서동 738 수서동익",4,330,"아파트","서울특별시 강남구 광평로39길 3",330,19931126,0,330,0,0,1168011500,157,157,"3호선, 분당선",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13589802","압구정현대아파트","서울특별시 강남구 압구정동 369-1 압구정현대아파트",41,3130,"아파트","서울특별시 강남구 압구정로29길 71",3130,19760607,0,656,387,2087,1168011000,2350,0,"3호선",1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"A13590204","압구정한양아파트제2단지","서울특별시 강남구 압구정동 484 압구정한양아파트제2단지",11,825,"아파트","서울특별시 강남구 압구정로 313",825,19781130,0,1,544,280,1168011000,850,0,"3호선, 분당선",1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"A13590602","압구정한양3단지","서울특별시 강남구 압구정동 513 압구정한양3단지",6,582,"아파트","서울특별시 강남구 압구정로 401",582,19791113,0,4,428,150,1168011000,596,0,"3호선, 신분당선",1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"A13591402","역삼금호어울림","서울특별시 강남구 역삼동 835-67 역삼금호어울림",3,183,"아파트","서울특별시 강남구 도곡로7길 22",183,20031202,0,54,129,0,1168010100,84,250,"2호선, 3호선",1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13592002","대우디오빌역삼","서울특별시 강남구 역삼동 720-25 대우디오빌역삼",1,457,"주상복합","서울특별시 강남구 언주로 427",457,20020625,434,23,0,0,1168010100,0,330,"2호선",1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13592601","역삼개나리래미안","서울특별시 강남구 역삼동 754 역삼개나리래미안",7,438,"아파트","서울특별시 강남구 역삼로 306",438,20060831,88,133,143,74,1168010100,0,771,"2호선, 신분당선",1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13592604","역삼푸르지오","서울특별시 강남구 역삼동 754-1 역삼푸르지오",11,738,"아파트","서울특별시 강남구 언주로 332",738,20060102,376,362,0,0,1168010100,0,743,"2호선, 분당선",2,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13592605","역삼e-편한세상","서울특별시 강남구 역삼동 755-4 역삼e-편한세상",12,840,"아파트","서울특별시 강남구 선릉로69길 20",840,20051216,513,327,0,0,1168010100,0,852,"2호선, 분당선",1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13592706","역삼래미안","서울특별시 강남구 역삼동 757 역삼래미안",12,1050,"아파트","서울특별시 강남구 선릉로69길 19",1050,20051026,722,328,0,0,1168010100,126,927,"2호선, 3호선, 분당선",2,1,3,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13593801","일원동 수서아파트","서울특별시 강남구 일원동 711 일원동 수서아파트",7,720,"아파트","서울특별시 강남구 양재대로55길 12",720,19921126,720,0,0,0,1168011400,550,0,"3호선",1,1,1,2,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13593802","수서1-1단지아파트","서울특별시 강남구 일원동 711 수서1-1단지아파트",14,2214,"아파트","서울특별시 강남구 양재대로55길 10",2214,19921126,2214,0,0,0,1168011400,379,124,"3호선",1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"A13593901","개포자이아파트","서울특별시 강남구 개포동 12-2 개포자이아파트",4,212,"아파트","서울특별시 강남구 개포로109길 69",212,20040617,0,0,84,128,1168010300,19,483,"3호선",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13593908","SH공사대치1단지","서울특별시 강남구 개포동 12 SH공사대치1단지",8,1623,"아파트","서울특별시 강남구 개포로109길 5",1623,19911120,1623,0,0,0,1168010300,389,0,"3호선, 분당선, 경의중앙선",1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"A13594007","대청","서울특별시 강남구 개포동 12 대청",6,822,"아파트","서울특별시 강남구 개포로109길 21",822,19921014,822,0,0,0,1168010300,249,27,"3호선, 경의중앙선",1,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13594203","푸른마을아파트","서울특별시 강남구 일원동 719 푸른마을아파트",11,930,"아파트","서울특별시 강남구 일원로14길 25",930,19940127,466,464,0,0,1168011400,385,306,"3호선",1,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"A13594402","개포한신","서울특별시 강남구 일원동 615-1 개포한신",4,364,"아파트","서울특별시 강남구 개포로110길 43",364,19840310,0,134,230,0,1168011400,300,0,"3호선, 수인선",1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"A13594403","개포7차우성","서울특별시 강남구 일원동 615 개포7차우성",15,802,"아파트","서울특별시 강남구 개포로110길 15",802,19871211,0,802,0,0,1168011400,578,119,"3호선",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"A13594701","한솔마을","서울특별시 강남구 일원동 731 한솔마을",19,570,"아파트","서울특별시 강남구 광평로10길 6",570,19940603,0,570,0,0,1168011400,333,126,"3호선",1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"A13594702","상록수아파트","서울특별시 강남구 일원동 734 상록수아파트",22,740,"아파트","서울특별시 강남구 광평로10길 15",740,19930327,0,740,0,0,1168011400,684,0,"3호선",1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"A13599301","개포주공7단지","서울특별시 강남구 개포동 185 개포주공7단지",8,900,"아파트","서울특별시 강남구 개포로 516",900,19831026,180,720,0,0,1168010300,1100,0,"분당선",1,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"A13599303","개포주공6단지","서울특별시 강남구 개포동 185 개포주공6단지",9,1060,"아파트","서울특별시 강남구 개포로 516",1060,19831026,220,840,0,0,1168010300,800,0,"분당선",1,1,2,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"A13599402","개포주공5단지","서울특별시 강남구 개포동 187 개포주공5단지",6,940,"아파트","서울특별시 강남구 삼성로4길 17",940,19831026,190,750,0,0,1168010300,652,0,"분당선",1,1,2,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
