,bjdCode,codeAptNm,codeHallNm,codeHeatNm,codeMgrNm,codeSaleNm,doroJuso,hoCnt,kaptAcompany,kaptAddr,kaptBcompany,kaptCode,kaptDongCnt,kaptFax,kaptMarea,kaptMparea_135,kaptMparea_136,kaptMparea_60,kaptMparea_85,kaptName,kaptTarea,kaptTel,kaptUrl,kaptUsedate,kaptdaCnt,privArea
157,1168011800,아파트,계단식,지역난방,위탁관리,분양,서울특별시 강남구 남부순환로363길 30,384,도곡동신아파트리모델링주택조합,서울특별시 강남구 도곡동 902-8 도곡쌍용예가,쌍용건설(주),A13527019,5,0234610073,52285.2,288,48,0,48,도곡쌍용예가,77270.12,0234610072, ,19781226,384,42932.4
158,1168011800,아파트,혼합식,지역난방,자치관리,분양,서울특별시 강남구 남부순환로363길 49,390,을지조합,서울특별시 강남구 도곡동 934-10 도곡우성아파트,우성건설,A13527010,2,0262413469,39792.15,0,0,0,390,도곡우성아파트,40310.56,0234623466, ,19861031,390,32576.7
159,1168011800,아파트,혼합식,지역난방,위탁관리,분양,421,(주)한신공영,서울특별시 강남구 도곡동 895-8 도곡한신,(주)한신공영,A13550403,5,0234623965,36802.34,90,0,65,266,도곡한신,46483.64,0234629901, ,19880716,421,36882.14,
160,1168011800,아파트,복도식,지역난방,위탁관리,분양,서울특별시 강남구 도곡로18길 34,211,현대산업개발,서울특별시 강남구 도곡동 961 도곡현대,현대산업개발,A13586102,3,0234619220,25110.899,0,0,0,211,도곡현대,25345.98,0234631849, ,19941230,211,17926.56
161,1168011800,아파트,계단식,지역난방,자치관리,분양,서울특별시 강남구 논현로51길 25,171,공업진흥청주택조합,서울특별시 강남구 도곡동 964 도곡현대그린,현대산업개발,A13527002,1,0262599033,21056.769,0,0,0,171,도곡현대그린,21843,0234635487,현대그린.apt.co.kr,20061019,171,14518.56
162,1168011800,아파트,계단식,지역난방,자치관리,분양,서울특별시 강남구 도곡로 320,397,삼성물산,서울특별시 강남구 도곡동 538 래미안도곡카운티,삼성물산,A13585404,8,0234625380,43122.11,157,0,81,159,래미안도곡카운티,67379.79,0234615380, ,20160902,397,33275.43
163,1168011800,주상복합,계단식,지역난방,위탁관리,분양,414,라성건설(주),서울특별시 강남구 도곡동 467-7 아카데미스위트,라성건설(주),A13527011,1,025744305,52956.02,220,106,0,88,아카데미스위트,102379.47,025734305,academysweet.com/,20041115,414,52865.18,
164,1168011800,주상복합,복도식,개별난방,위탁관리,분양,서울특별시 강남구 강남대로 240,176,SK건설,서울특별시 강남구 도곡동 953-1 양재SK허브프리모,SK건설,A13527018,1,025784224,20562.25,0,0,67,109,양재SK허브프리모,20562.28,025783835, ,20060118,176,9680.09
165,1168011800,아파트,혼합식,지역난방,위탁관리,분양,서울특별시 강남구 논현로 213,1094,럭키,서울특별시 강남구 도곡동 963 역삼럭키,럭키,A13585804,10,0234621079,138068,420,0,0,674,역삼럭키,155069.472,0234621077, ,19951228,1094,109509.38
166,1168011800,아파트,혼합식,중앙난방,자치관리,분양,서울특별시 강남구 논현로 218,247,삼익주택,서울특별시 강남구 도곡동 869 역삼삼익,삼익주택,A13527006,2,0262573168,34423.1407,143,104,0,0,역삼삼익,34809.83,0234623168, ,19830611,247,30859.27
167,1168011800,주상복합,계단식,지역난방,위탁관리,분양,서울특별시 강남구 언주로 118,199,(주)우성건설,서울특별시 강남구 도곡동 467-24 우성캐릭터199 아파트,(주)우성건설,A13527003,2,025714327,46170.06,99,100,0,0,우성캐릭터199 아파트,100496.73,025714321, ,19981107,199,29658.06
168,1168011800,주상복합,복도식,지역난방,위탁관리,분양,서울특별시 강남구 언주로30길 56,1297,삼성전자,서울특별시 강남구 도곡동 467 타워팰리스1차,삼성물산,A13527017,4,0220592001,283424.901,84,1099,0,114,타워팰리스1차,457994.32,0220592000, ,20021023,1297,204005.65
169,1168011800,주상복합,혼합식,지역난방,위탁관리,분양,서울특별시 강남구 언주로30길 57,813,삼성중공업,서울특별시 강남구 도곡동 467-17 타워팰리스2차,삼성중공업,A13585402,2,0221874901,126724.61,206,599,0,8,타워팰리스2차,296650.32,0221874900, ,20030228,813,126724.61
170,1168011800,주상복합,복도식,지역난방,위탁관리,분양,서울특별시 강남구 언주로30길 26,480,삼성생명,서울특별시 강남구 도곡동 467-29 타워팰리스G동,삼성중공업,A13585403,1,0234970205,106201.818,76,404,0,0,타워팰리스G동,222720.842,0234970200, ,20040419,480,75439.259
171,1168011800,주상복합,복도식,지역난방,위탁관리,분양,서울특별시 강남구 언주로30길 10,232,ㅁ,서울특별시 강남구 도곡동 467-19 현대비전21,ㅁ,A13527005,1, ,16604.08,0,0,232,0,현대비전21,42432.05,0234602004, ,19991130,232,7899.14
